Time,Timestamp,x,y,z,lat,lng
2023-06-25 14:57:13.221779,1687676233.2219024,0.6153,0.1772,8.8969,1.3445996761395111,103.70027273805835
2023-06-25 14:57:14.228494,1687676234.2285326,0.5962,0.146,9.0237,1.3445996761395111,103.70027273805835
2023-06-25 14:57:15.233948,1687676235.2339861,0.5938,0.1149,8.8705,1.3445996761395111,103.70027273805835
2023-06-25 14:57:16.239414,1687676236.2394536,0.6369,0.1772,8.9902,1.3445996761395111,103.70027273805835
2023-06-25 14:57:17.244844,1687676237.2448826,0.6632,0.1317,8.8921,1.3445996761395111,103.70027273805835
2023-06-25 14:57:18.250245,1687676238.2502832,0.7374,0.1269,8.7604,1.3445996761395111,103.70027273805835
2023-06-25 14:57:19.260661,1687676239.2607017,0.6153,0.1125,8.8681,1.3445996761395111,103.70027273805835
2023-06-25 14:57:20.266313,1687676240.2663507,0.6105,0.103,8.8753,1.3445996761395111,103.70027273805835
2023-06-25 14:57:21.271974,1687676241.272012,0.4788,0.2969,8.7652,1.3445996761395111,103.70027273805835
2023-06-25 14:57:22.277658,1687676242.277697,0.6249,0.1293,8.9495,1.3445996761395111,103.70027273805835
2023-06-25 14:57:23.283407,1687676243.283456,0.5794,0.1173,8.746,1.3445996761395111,103.70027273805835
2023-06-25 14:57:24.292284,1687676244.2923603,0.5962,0.1796,8.916,1.3445996761395111,103.70027273805835
2023-06-25 14:57:25.299511,1687676245.2995496,0.6129,0.1413,8.9615,1.3445996761395111,103.70027273805835
2023-06-25 14:57:26.305124,1687676246.305164,0.6345,0.1413,8.8873,1.3445996761395111,103.70027273805835
2023-06-25 14:57:27.310692,1687676247.3107297,0.6009,0.2993,8.7628,1.3445996761395111,103.70027273805835
2023-06-25 14:57:28.316787,1687676248.3168259,0.5842,0.0359,8.8825,1.3445996761395111,103.70027273805835
2023-06-25 14:57:29.322328,1687676249.3223658,0.6488,0.1676,8.9759,1.3445996761395111,103.70027273805835
2023-06-25 14:57:30.328930,1687676250.3290052,0.6608,0.1772,8.9902,1.3445996761395111,103.70027273805835
2023-06-25 14:57:31.336597,1687676251.3366358,0.6249,0.1221,8.8633,1.3445996761395111,103.70027273805835
2023-06-25 14:57:32.346624,1687676252.3466632,0.6273,0.1293,8.7843,1.3445996761395111,103.70027273805835
2023-06-25 14:57:33.352287,1687676253.3523257,0.5938,0.079,8.9543,1.3445996761395111,103.70027273805835
2023-06-25 14:57:34.357959,1687676254.357997,0.6273,0.1484,8.9471,1.3445996761395111,103.70027273805835
2023-06-25 14:57:35.363622,1687676255.3636603,0.6297,0.1365,8.9567,1.3445996761395111,103.70027273805835
2023-06-25 14:57:36.370188,1687676256.3702538,0.5722,0.1077,8.928,1.3445996761395111,103.70027273805835
2023-06-25 14:57:37.379467,1687676257.3795412,0.6345,0.0982,8.9854,1.3445996761395111,103.70027273805835
2023-06-25 14:57:38.387478,1687676258.387554,0.5387,0.17,8.9352,1.3445996761395111,103.70027273805835
2023-06-25 14:57:39.394476,1687676259.3945138,0.5842,0.1652,9.019,1.3445996761395111,103.70027273805835
2023-06-25 14:57:40.400084,1687676260.4001222,0.4645,0.1484,8.8992,1.3445996761395111,103.70027273805835
2023-06-25 14:57:41.405788,1687676261.4058266,0.6369,0.0958,8.9136,1.3445996761395111,103.70027273805835
2023-06-25 14:57:42.413265,1687676262.413304,0.5938,0.1891,8.9663,1.3445996761395111,103.70027273805835
2023-06-25 14:57:43.418946,1687676263.4189847,0.5698,0.2825,8.8562,1.3445996761395111,103.70027273805835
2023-06-25 14:57:44.425704,1687676264.4257956,0.6728,0.1245,8.9064,1.3445996761395111,103.70027273805835
2023-06-25 14:57:45.433312,1687676265.4333508,0.6536,0.1125,8.9112,1.3445996761395111,103.70027273805835
2023-06-25 14:57:46.438910,1687676266.438951,0.6033,0.0958,8.8969,1.3445996761395111,103.70027273805835
2023-06-25 14:57:47.449643,1687676267.4496818,0.5914,0.1341,8.8466,1.3445996761395111,103.70027273805835
2023-06-25 14:57:48.455220,1687676268.4552588,0.4956,0.1724,8.8729,1.3445996761395111,103.70027273805835
2023-06-25 14:57:49.460856,1687676269.460896,0.4908,0.1125,8.8729,1.3445996761395111,103.70027273805835
2023-06-25 14:57:50.467482,1687676270.467563,0.5842,0.1125,9.0094,1.3445996761395111,103.70027273805835
2023-06-25 14:57:51.475517,1687676271.4755905,0.5866,0.2921,8.904,1.3445996761395111,103.70027273805835
2023-06-25 14:57:52.485568,1687676272.4856436,0.6033,0.1963,8.8849,1.3445996761395111,103.70027273805835
2023-06-25 14:57:53.493374,1687676273.49345,0.5148,0.158,8.983,1.3445996761395111,103.70027273805835
2023-06-25 14:57:54.500635,1687676274.5006933,0.7446,0.2346,8.8442,1.3445996761395111,103.70027273805835
2023-06-25 14:57:55.507543,1687676275.5076177,0.644,0.0982,8.8442,1.3445996761395111,103.70027273805835
2023-06-25 14:57:56.515485,1687676276.51556,0.6105,0.0886,8.8681,1.3445996761395111,103.70027273805835
2023-06-25 14:57:57.523247,1687676277.5233142,0.6345,0.1053,8.9304,1.3445996761395111,103.70027273805835
2023-06-25 14:57:58.530343,1687676278.530398,0.6847,0.1389,8.9639,1.3445996761395111,103.70027273805835
2023-06-25 14:57:59.537619,1687676279.537693,0.5746,0.2705,8.9783,1.3445996761395111,103.70027273805835
2023-06-25 14:58:00.545514,1687676280.5455914,0.6153,0.1796,8.8825,1.3445996761395111,103.70027273805835
2023-06-25 14:58:01.553896,1687676281.5539758,0.6129,0.1173,8.9399,1.3445996761395111,103.70027273805835
2023-06-25 14:58:02.561655,1687676282.561714,0.6153,0.1796,8.9112,1.3445996761395111,103.70027273805835
2023-06-25 14:58:03.569173,1687676283.569249,0.6584,0.158,8.9902,1.3445996761395111,103.70027273805835
2023-06-25 14:58:04.577642,1687676284.5777175,0.6177,0.1221,8.8274,1.3445996761395111,103.70027273805835
2023-06-25 14:58:05.586159,1687676285.5862343,0.5938,0.1077,8.9136,1.3445996761395111,103.70027273805835
2023-06-25 14:58:06.594238,1687676286.5942988,0.68,0.0551,8.9256,1.3445996761395111,103.70027273805835
2023-06-25 14:58:07.603347,1687676287.6034665,0.6273,0.1269,8.8442,1.3445996761395111,103.70027273805835
2023-06-25 14:58:08.611881,1687676288.6119578,0.5674,0.1245,8.8945,1.3445996761395111,103.70027273805835
2023-06-25 14:58:09.620342,1687676289.6204655,0.6057,0.182,8.9663,1.3445996761395111,103.70027273805835
2023-06-25 14:58:10.628638,1687676290.628707,0.5962,0.1891,8.8705,1.3445996761395111,103.70027273805835
2023-06-25 14:58:11.636768,1687676291.636844,0.5243,0.1628,8.7819,1.3445996761395111,103.70027273805835
2023-06-25 14:58:12.646854,1687676292.6469297,0.5914,0.1389,8.758,1.3445996761395111,103.70027273805835
2023-06-25 14:58:13.655316,1687676293.6553912,0.7302,0.2945,8.9399,1.3445996761395111,103.70027273805835
2023-06-25 14:58:14.663535,1687676294.6636016,0.6584,0.2969,8.9711,1.3445996761395111,103.70027273805835
2023-06-25 14:58:15.671441,1687676295.6715086,0.577,0.0982,8.8777,1.3445996761395111,103.70027273805835
2023-06-25 14:58:16.678524,1687676296.678571,0.6297,0.1676,8.8945,1.3445996761395111,103.70027273805835
2023-06-25 14:58:17.689060,1687676297.689099,0.6057,0.158,8.9807,1.3445996761395111,103.70027273805835
2023-06-25 14:58:18.694655,1687676298.6946936,0.7518,0.1556,8.9447,1.3445996761395111,103.70027273805835
2023-06-25 14:58:19.700196,1687676299.700235,0.6009,0.0838,8.8945,1.3445996761395111,103.70027273805835
2023-06-25 14:58:20.705754,1687676300.7057912,0.6225,0.1389,8.8538,1.3445996761395111,103.70027273805835
2023-06-25 14:58:21.711080,1687676301.7111366,0.6249,0.0814,8.8681,1.3445996761395111,103.70027273805835
2023-06-25 14:58:22.719307,1687676302.719383,0.6345,0.1293,8.8202,1.3445996761395111,103.70027273805835
2023-06-25 14:58:23.727644,1687676303.7277215,0.7422,0.2251,8.9615,1.3445996761395111,103.70027273805835
2023-06-25 14:58:24.737038,1687676304.7371142,0.6201,0.1149,8.9399,1.3445996761395111,103.70027273805835
2023-06-25 14:58:25.745695,1687676305.7457485,0.6464,0.1245,9.0261,1.3445996761395111,103.70027273805835
2023-06-25 14:58:26.753842,1687676306.753915,0.656,0.0718,8.9304,1.3445996761395111,103.70027273805835
2023-06-25 14:58:27.765143,1687676307.7652185,0.6225,0.1628,8.904,1.3445996761395111,103.70027273805835
2023-06-25 14:58:28.774652,1687676308.7747278,0.747,0.1269,9.0142,1.3445996761395111,103.70027273805835
2023-06-25 14:58:29.783657,1687676309.7837088,0.5746,0.1365,8.7747,1.3445996761395111,103.70027273805835
2023-06-25 14:58:30.791897,1687676310.7919714,0.656,0.1508,8.9112,1.3445996761395111,103.70027273805835
2023-06-25 14:58:31.801467,1687676311.801543,0.6225,0.091,8.8585,1.3445996761395111,103.70027273805835
2023-06-25 14:58:32.811795,1687676312.8118699,0.577,0.1149,8.8633,1.3445996761395111,103.70027273805835
2023-06-25 14:58:33.820766,1687676313.8208349,0.589,0.1604,8.9878,1.3445996761395111,103.70027273805835
2023-06-25 14:58:34.829725,1687676314.8298423,0.5842,0.1221,8.8633,1.3445996761395111,103.70027273805835
2023-06-25 14:58:35.838145,1687676315.838222,0.5986,0.1532,8.8969,1.3445996761395111,103.70027273805835
2023-06-25 14:58:36.844789,1687676316.8448288,0.5698,0.0096,8.9807,1.3445996761395111,103.70027273805835
2023-06-25 14:58:37.851412,1687676317.8514526,0.668,0.1269,8.9136,1.3445996761395111,103.70027273805835
2023-06-25 14:58:38.856980,1687676318.8570626,0.6345,0.1413,8.9376,1.3445996761395111,103.70027273805835
2023-06-25 14:58:39.862548,1687676319.8625855,0.6416,0.103,8.9783,1.3445996761395111,103.70027273805835
2023-06-25 14:58:40.868127,1687676320.8682094,0.6632,0.1341,8.9423,1.3445996761395111,103.70027273805835
2023-06-25 14:58:41.874668,1687676321.8747401,0.5914,0.1389,8.916,1.3445996761395111,103.70027273805835
2023-06-25 14:58:42.884949,1687676322.8850255,0.6105,0.1317,8.9112,1.3445996761395111,103.70027273805835
2023-06-25 14:58:43.893800,1687676323.893875,0.4741,0.2705,8.8921,1.3445996761395111,103.70027273805835
2023-06-25 14:58:44.902622,1687676324.9026976,0.5962,0.1556,8.9136,1.3445996761395111,103.70027273805835
2023-06-25 14:58:45.911297,1687676325.9113734,0.6033,0.1484,8.8873,1.3445996761395111,103.70027273805835
2023-06-25 14:58:46.920070,1687676326.9201362,0.577,0.1867,8.9304,1.3445996761395111,103.70027273805835
2023-06-25 14:58:47.932864,1687676327.9329383,0.4621,0.1077,8.9399,1.3445996761395111,103.70027273805835
2023-06-25 14:58:48.941232,1687676328.9412878,0.5986,0.1293,8.9711,1.3445996761395111,103.70027273805835
2023-06-25 14:58:49.949275,1687676329.9493513,0.6608,0.0838,8.8969,1.3445996761395111,103.70027273805835
2023-06-25 14:58:50.958093,1687676330.9582102,0.6297,0.2466,8.9423,1.3445996761395111,103.70027273805835
2023-06-25 14:58:51.966730,1687676331.966768,0.6273,0.1221,8.9711,1.3445996761395111,103.70027273805835
2023-06-25 14:58:52.973430,1687676332.9734678,0.6416,0.1053,8.8202,1.3445996761395111,103.70027273805835
2023-06-25 14:58:53.978157,1687676333.9781964,0.5914,0.1149,8.8921,1.3445996761395111,103.70027273805835
2023-06-25 14:58:54.983690,1687676334.983729,0.6321,0.1365,8.9208,1.3445996761395111,103.70027273805835
2023-06-25 14:58:55.988575,1687676335.9886131,0.6464,0.1317,9.019,1.3445996761395111,103.70027273805835
2023-06-25 14:58:56.994879,1687676336.9949462,0.6081,0.2969,8.9495,1.3445996761395111,103.70027273805835
2023-06-25 14:58:58.004005,1687676338.0040772,0.6943,0.1293,8.9759,1.3445996761395111,103.70027273805835
2023-06-25 14:58:59.012369,1687676339.0124948,0.6009,0.0096,8.8035,1.3445996761395111,103.70027273805835
2023-06-25 14:59:00.021270,1687676340.0213454,0.4788,0.091,8.9495,1.3445996761395111,103.70027273805835
2023-06-25 14:59:01.030147,1687676341.0302224,0.6488,0.1221,8.8059,1.3445996761395111,103.70027273805835
2023-06-25 14:59:02.038354,1687676342.03843,0.5626,0.1532,8.9663,1.3445996761395111,103.70027273805835
2023-06-25 14:59:03.047918,1687676343.0479932,0.6153,0.1245,8.9591,1.3445996761395111,103.70027273805835
2023-06-25 14:59:04.055934,1687676344.0560005,0.5555,0.0814,8.8609,1.3445996761395111,103.70027273805835
2023-06-25 14:59:05.064004,1687676345.0640783,0.6105,0.1652,8.7484,1.3445996761395111,103.70027273805835
2023-06-25 14:59:06.072272,1687676346.0723107,0.5866,0.0383,8.9328,1.3445996761395111,103.70027273805835
2023-06-25 14:59:07.077740,1687676347.0777798,0.6057,0.0958,8.9663,1.3445996761395111,103.70027273805835
2023-06-25 14:59:08.084935,1687676348.0849729,0.6153,0.1867,8.8729,1.3445996761395111,103.70027273805835
2023-06-25 14:59:09.090373,1687676349.0904114,0.5842,0.2131,8.9543,1.3445996761395111,103.70027273805835
