Time,Timestamp,x,y,z,lat,lng
2023-06-25 15:07:05.908675,1687676825.90874,0.3112,0.3974,8.9519,1.344481325057668,103.70022264746098
2023-06-25 15:07:06.914084,1687676826.9141214,0.3376,0.3759,9.1243,1.344481325057668,103.70022264746098
2023-06-25 15:07:07.919741,1687676827.9197776,0.2921,0.3831,8.9591,1.344481325057668,103.70022264746098
2023-06-25 15:07:08.926242,1687676828.9263008,0.3448,0.4022,8.9304,1.344481325057668,103.70022264746098
2023-06-25 15:07:09.932473,1687676829.9325118,0.3304,0.3807,8.9471,1.344481325057668,103.70022264746098
2023-06-25 15:07:10.938535,1687676830.9386392,0.2825,0.4118,8.8274,1.344481325057668,103.70022264746098
2023-06-25 15:07:11.950767,1687676831.9508097,0.2873,0.3926,8.9471,1.344481325057668,103.70022264746098
2023-06-25 15:07:12.956431,1687676832.9564679,0.2801,0.3184,8.9471,1.344481325057668,103.70022264746098
2023-06-25 15:07:13.962913,1687676833.9629872,0.2777,0.3519,8.9902,1.344481325057668,103.70022264746098
2023-06-25 15:07:14.970298,1687676834.9703598,0.2921,0.3903,9.007,1.344481325057668,103.70022264746098
2023-06-25 15:07:15.977223,1687676835.977294,0.2729,0.3807,8.9998,1.344481325057668,103.70022264746098
2023-06-25 15:07:16.989405,1687676836.9894795,0.4381,0.3783,8.9232,1.344481325057668,103.70022264746098
2023-06-25 15:07:17.996977,1687676837.997053,0.3232,0.2969,8.9615,1.344481325057668,103.70022264746098
2023-06-25 15:07:19.004453,1687676839.0045292,0.316,0.4022,8.9926,1.344481325057668,103.70022264746098
2023-06-25 15:07:20.011494,1687676840.011548,0.34,0.3759,9.1913,1.344481325057668,103.70022264746098
2023-06-25 15:07:21.018427,1687676841.0184999,0.4477,0.3639,8.9735,1.344481325057668,103.70022264746098
2023-06-25 15:07:22.026958,1687676842.0270329,0.3065,0.3591,8.9208,1.344481325057668,103.70022264746098
2023-06-25 15:07:23.033621,1687676843.033687,0.3519,0.419,8.9016,1.344481325057668,103.70022264746098
2023-06-25 15:07:24.040454,1687676844.040514,0.316,0.3759,9.0094,1.344481325057668,103.70022264746098
2023-06-25 15:07:25.047319,1687676845.0473914,0.2825,0.3472,8.9615,1.344481325057668,103.70022264746098
2023-06-25 15:07:26.054799,1687676846.0548723,0.316,0.3615,8.9591,1.344481325057668,103.70022264746098
2023-06-25 15:07:27.063192,1687676847.0632656,0.3089,0.4597,8.9208,1.344481325057668,103.70022264746098
2023-06-25 15:07:28.070213,1687676848.0702684,0.2969,0.4142,8.9399,1.344481325057668,103.70022264746098
2023-06-25 15:07:29.076153,1687676849.07619,0.1532,0.3448,8.9064,1.344481325057668,103.70022264746098
2023-06-25 15:07:30.081581,1687676850.0816188,0.2538,0.4669,8.9854,1.344481325057668,103.70022264746098
2023-06-25 15:07:31.086951,1687676851.0869882,0.3112,0.3448,8.9663,1.344481325057668,103.70022264746098
2023-06-25 15:07:32.096768,1687676852.0968053,0.3352,0.3855,9.0046,1.344481325057668,103.70022264746098
2023-06-25 15:07:33.102324,1687676853.1023622,0.3112,0.3376,8.9759,1.344481325057668,103.70022264746098
2023-06-25 15:07:34.109179,1687676854.1092534,0.2873,0.3567,8.9471,1.344481325057668,103.70022264746098
2023-06-25 15:07:35.118054,1687676855.1182048,0.3448,0.3519,9.0166,1.344481325057668,103.70022264746098
2023-06-25 15:07:36.128031,1687676856.1281054,0.316,0.3783,8.9926,1.344481325057668,103.70022264746098
2023-06-25 15:07:37.136952,1687676857.1370194,0.3232,0.3472,8.9759,1.344481325057668,103.70022264746098
2023-06-25 15:07:38.144587,1687676858.144662,0.1652,0.4118,8.9543,1.344481325057668,103.70022264746098
2023-06-25 15:07:39.152648,1687676859.152736,0.2777,0.4094,8.9352,1.344481325057668,103.70022264746098
2023-06-25 15:07:40.160856,1687676860.1609304,0.2969,0.3831,8.9399,1.344481325057668,103.70022264746098
2023-06-25 15:07:41.168553,1687676861.1686265,0.2777,0.3472,8.9998,1.344481325057668,103.70022264746098
2023-06-25 15:07:42.178433,1687676862.1785069,0.3208,0.3711,8.9663,1.344481325057668,103.70022264746098
2023-06-25 15:07:43.185886,1687676863.1859508,0.2849,0.3448,9.0357,1.344481325057668,103.70022264746098
2023-06-25 15:07:44.193341,1687676864.1934156,0.3232,0.3759,8.9519,1.344481325057668,103.70022264746098
